Id,PostId,Score,Text,CreationDate,UserDisplayName,UserId
"83067555","48046590","0","@zaitsman I do not understand","2018-01-01 07:56:43","","7074854"
"83067556","48047771","1","Stack Overflow is a site for programming and development questions. This question appears to be off-topic because it is not about programming or development. See [What topics can I ask about here](http://stackoverflow.com/help/on-topic) in the Help Center. Perhaps [Raspberry Pi Stack Exchange](http://raspberrypi.stackexchange.com/), [Internet of Things Stack Exchange](http://iot.stackexchange.com/) or [Unix & Linux Stack Exchange](http://unix.stackexchange.com/) would be a better place to ask.","2018-01-01 07:56:47","","608639"
"83067557","48047225","2","Given your snippet, `country_list` **is** accessible inside the filter: https://jsfiddle.net/aza7e3w7/ You'll have to provide an example reproducing the error.","2018-01-01 07:57:00","","5768908"
"83067558","48048003","0","his method is not a post","2018-01-01 07:57:09","","1749403"
"83067559","48048000","1","also, add your python's version tag(`python-3.x`,`python-2.7`) please.","2018-01-01 07:57:13","","5841306"
"83067561","48047616","0","I didn't think of this possibility, thanks.","2018-01-01 07:57:18","","9064787"
"83067562","48047972","1","@JonathonReinhart `sizeof` may be evaluated at runtime, e.g. `int x[rand() % 6 + 1]; printf(""%d\n"", (int)sizeof x);`.  In this question `s` has type `bit_str *`, so `*s` has type `bit_str` and we are seeing the size of that type","2018-01-01 07:57:19","","1505939"
"83067565","48034791","1","Okay, you didn't mention that in your answer, though, which would be important information.  Note that you'd need at least `REPEATABLE READ` for write access to this table, for all statements that update the date/time.  And you have to check before you update that row, too, which is easy to forget (which is why the trigger - the database is enforcing the constraint, not requiring the application to remember.  And it also protects against adhoc updates).  This would be much easier if MySQL actually executed check constraints...","2018-01-01 07:57:50","","812837"
"83067566","48048016","0","not working sir..","2018-01-01 07:58:03","","8063402"
"83067567","48048003","0","@Sajeetharan After making post I was able to recived the data","2018-01-01 07:58:03","","449897"
"83067568","48047060","0","Yet I confirm your statement about generics-limitation, but I would suggest to allow breaking this limitation. Is there a reason why `assertThat(mylist).first().as(StringAssert.class).contains(""15"")` was not already implemented? This would not help for my scenario (iterating over a list), but it would by quite helpful in other tests of mine.","2018-01-01 07:58:11","","4497253"
"83067569","48047265","0","By 'root' I meant the trusted CA certificate that is installed in the OS (the one that's shown on top when you check 'view certificate' in a browser.). I had no idea that there could be more :)","2018-01-01 07:58:15","","206292"
"83067570","48047065","0","Stack Overflow is a site for programming and development questions. This question appears to be off-topic because it is not about programming or development. See [What topics can I ask about here](http://stackoverflow.com/help/on-topic) in the Help Center. Perhaps [Super User](http://superuser.com/) or [Unix & Linux Stack Exchange](http://unix.stackexchange.com/) would be a better place to ask.","2018-01-01 07:58:17","","608639"
"83067573","48040545","0","The `get_yes_moment_beacons` and the other methods has the beacons already prefetched in the default manager, so the `len` operation won't query the DB again.","2018-01-01 07:58:29","","3390639"
"83067574","47904580","0","@Rakesh r u using retrofit library ??","2018-01-01 07:58:40","","9140698"
"83067578","48047360","0","@dave_thompson_085 thank you for pointing out. IMHO that's pretty dangerous (mainly for people who don't know what are they doing. Maybe `createCipheriv` would be safer to use","2018-01-01 07:59:07","","1645712"
"83067584","48047923","0","added layouts @Prashant Jajal","2018-01-01 07:59:27","","8878934"
"83067585","48039953","0","@Radek'Goblin'Pieczonka, it is in a single AZ (us-west-1b) in which all EC2, EBS are in.","2018-01-01 07:59:43","","4281353"
"83067586","48048055","1","Have you tried to replace HashLocationStrategy with PathLocationStrategy?","2018-01-01 07:59:44","","5485167"
"83067588","48048040","1","1. We need a complete minimal example to understand what you're doing (transaction boundaries, etc.). 2. You shouldn't have a prentId field in Child in the first place. Remove it, or replace it by a field of type Parent, and make the association a proper bidirectional OneToMany association, as explained in the manual.","2018-01-01 07:59:50","","571407"
"83067589","48041728","0","__init__ is meant to customize object instance to a specific initial state. In this case it is used to add attribute class to fields so you don't have to add form-control to each field separately in widgets Meta option or even with templatetags in template.","2018-01-01 07:59:51","","8827624"
"83067590","48047961","0","@MajidHojati now which layout doesn't become visible ?","2018-01-01 07:59:53","","3548046"
"83067591","48046590","0","@Christopher all I want is to delete a single child (calenderdetails) from a parent(calender). The biz logic demands that","2018-01-01 08:00:02","","7074854"
"83067593","48047852","0","stop asking how. Start thinking and checking your data. You expect we resolve all your problems and you will be only sitting. Your code gives me error - you should add this error in question. If you need answer then you have to create good question - do not expect us to do everything for you","2018-01-01 08:00:27","","1832058"
"83067594","48048003","0","ok, not sure about OPs requirement","2018-01-01 08:01:23","","1749403"
"83067598","48048003","0","down voter please provide comment","2018-01-01 08:01:46","","449897"
"83067599","48047923","0","yes,i already added it after setting layoutManager @Sonu Sanjeev","2018-01-01 08:02:05","","8878934"
"83067601","48047933","0","you should explore the real indexing capabilities for yours tables  before evaluating triggers","2018-01-01 08:02:13","","3522312"
"83067603","48047906","0","Possible duplicate of [CSS3 Flexbox maintain image aspect ratio](https://stackoverflow.com/questions/30788131/css3-flexbox-maintain-image-aspect-ratio)","2018-01-01 08:02:15","","8620333"
"83067605","48047982","0","What is *git remove add origin ""my github repo""* supposed to do. Can you just do a separate commits per directory?","2018-01-01 08:02:23","","2297722"
"83067606","48047906","0","https://stackoverflow.com/questions/1495407/maintain-the-aspect-ratio-of-a-div-with-css","2018-01-01 08:02:23","","8620333"
"83067607","48025623","0","How did you trigger VSTS build definition, both selecting CI build and PR request validation? And can you also show screen shots of the two build's summary page?","2018-01-01 08:02:24","","6936103"
"83067609","48047906","0","https://stackoverflow.com/questions/20590239/maintain-aspect-ratio-of-div-but-fill-screen-width-and-height-in-css","2018-01-01 08:02:32","","8620333"
"83067611","48048049","0","this works! but another problem it creates is that it does not process vendor urls. for e.g. font-awesome fonts urls are now attempted from `public/fonts` folder instead of `public/fonts/vendor/font-awsome...`, is there some way to bypass this?","2018-01-01 08:02:54","","8268797"
"83067612","48032191","0","Thanx, and if you are satisfay with my answer plz close this question.","2018-01-01 08:03:54","","3868423"
"83067614","47274049","1","You need to do this in the setup.js file that is referenced in the jest config","2018-01-01 08:04:05","","460472"
"83067615","48048065","3","Not any kind, no. You specify a signature right there in the template argument. Convertibility makes the types negotiable, but the number of function parameters is fixed.","2018-01-01 08:04:08","","817643"
"83067616","48048074","0","So what's the problem?","2018-01-01 08:04:15","","8269581"
"83067618","48047906","0","Ive tried all of those","2018-01-01 08:05:04","","5280885"
"83067621","48047731","0","yes you should, that's why we create custom user model","2018-01-01 08:05:19","","7664524"
"83067622","48046194","0","Thank you for the detailed explanation! However, it looks like the junitResult.xml files are properly generated and in place...","2018-01-01 08:05:21","","8952347"
"83067623","48047484","0","In my project the setNString function not supported. Do you have any idea?","2018-01-01 08:05:23","","8161937"
"83067624","48041045","0","I wanted to give a full explanation of how to approach this problems. My first  approach was reading the module code, and see of there is a way to append the desired flag. The module has a `yum_basecmd` var that is built along the way by the module flags.","2018-01-01 08:05:26","","9063493"
"83067625","48048071","0","Tell us a little bit about the environment/background? I.E First time, I've seen it done like this... I prefer to have a field ""ImageFileName"" or ""Url"".... upload to dir from app and use the above fields as a reference to that image on the server.","2018-01-01 08:05:31","","3305976"
"83067627","35310285","0","@MichaelMatthewToomim see my edit, and also my answer on GH.","2018-01-01 08:05:51","","893780"
"83067628","48048029","0","Yes I have understood it, thanks for the detailed explanation. I knew I had nchar but was unable to come up with a logic that you have used to separate the string into two. In the do.call('rbind',lapply((strsplit(..)),`length<-`,2) what is `length<-`,2 for?","2018-01-01 08:05:53","","7004463"
"83067631","48048040","0","Thanks for the clarification. Bidirectional association also has same issue .Updated the question","2018-01-01 08:06:41","","1042429"
"83067633","47965717","0","I believe this question belongs to codereview.stackexchange.com","2018-01-01 08:07:02","","482868"
"83067634","48048084","0","Possible duplicate of [How to compile multiple python files into single .exe file using pyinstaller](https://stackoverflow.com/questions/45183137/how-to-compile-multiple-python-files-into-single-exe-file-using-pyinstaller)","2018-01-01 08:07:12","","5687769"
"83067635","48040874","0","That's another way to solve the problem. But I would still expect what's called Type Assertion ( the <string> that is ) to do what it's supposed to do. Cartant's and your solutions, (like my own one ) are simply workarounds.","2018-01-01 08:07:13","","1017513"
"83067636","48041145","0","After reading PEP8, I saw this:                                                                       # Aligned with opening delimiter.
foo = long_function_name(var_one, var_two,
var_three, var_four)                                                                                             and decided I like it best, thanks everyone for your help to get me pythonic. Sue","2018-01-01 08:07:20","","7178336"
"83067637","48047691","0","iframes are a HTML tag and not php or codeigniter related.","2018-01-01 08:07:22","","3857384"
"83067639","48048055","0","yes,i've tried replace HashLocationStrategy with PathLocationStrategy","2018-01-01 08:07:25","","6685807"
"83067641","48047865","0","I always remember it from *parametric equations*. Not sure if it makes a whole sense.","2018-01-01 08:07:27","","1763370"
"83067644","48048029","0","Its a function search ?\`length<-\`","2018-01-01 08:07:42","","1894388"
"83067645","48047800","0","Do you want btn-next to be enabled if you get the pid?","2018-01-01 08:07:46","","812303"
"83067648","47743820","0","sendMessage() or postMessage()?","2018-01-01 08:08:06","","1223975"
"83067649","48040824","0","@Saineshwar i already tried that but it was too laggy for my pc.","2018-01-01 08:08:09","","7118668"
"83067651","48046956","0","@user8764920 Does that work for you? please let me know if you need more help:)","2018-01-01 08:08:21","","6851908"
"83067652","48048065","1","It's possible to build such a thing, but the question remains that when you can put any callable in there, how do you know that you're calling it properly? Perhaps you're looking for something like a [type-safe heterogeneous event system](https://github.com/ldionne/cppnow-2017-fun-with-boost-hana/blob/gh-pages/code/callbacks.hana.hetero.cpp).","2018-01-01 08:08:27","","962089"
"83067653","48044020","0","Glad it helped. Happy New Year!","2018-01-01 08:08:27","","1823841"
"83067654","48048040","0","That's not how a bidirectional association is mapped. And you still haven't posted a complete minimal example, so I can only guess that you're expecting, in the same transaction, that Hibernate populates the many side. It won't. As specified.","2018-01-01 08:08:30","","571407"
"83067657","48046449","0","Has the watch been paired with a new phone?","2018-01-01 08:08:48","","5319888"
"83067658","48048003","0","You are alright, i changed it to POST, I dont know why it needs to be not get.","2018-01-01 08:09:01","","8275321"
"83067659","12233283","0","In my situation, when i use Encoding.GetEncoding(""iso-8859-1"") it returns an encoding with code page 28591 which doesn't wotk, but `Encoding.GetEncoding(1252)` works fine!","2018-01-01 08:09:08","","2803565"
"83067660","47810397","0","Thanks! Two things that caught my eye in the Google APIs ToS:
1. Prohibitions on Content
Unless expressly permitted by the content owner or by applicable law, you will not, and will not permit your end users or others acting on your behalf to, do the following with content returned from the APIs:
Scrape, build databases, or otherwise create permanent copies of such content, or keep cached copies longer than permitted by the cache header;","2018-01-01 08:09:10","","2887318"
"83067661","48040824","0","@MortezaAcademia what is configration of pc","2018-01-01 08:09:12","","1234855"
"83067662","48044319","0","Excellent, I had to add either a manager or a global lock, since I use a pool of workers, so I've referred to this thread -  https://stackoverflow.com/questions/25557686/python-sharing-a-lock-between-processes","2018-01-01 08:09:19","","2051572"
"83067663","48047620","0","i am fetching data `OnInit` , once user sends chat message i am calling `ionViewDidEnter()` and fetching my data from this function aswell with a 2 seconds delay, in console.log, my array is showing `11 items in array` when page loads and after adding chat it still shows `11 items in array` whereas it should have shown 12.. i am going to pastebin my code, please advise accordingly..","2018-01-01 08:09:30","","2828442"
"83067664","48047960","0","Have you tried to use regular expression to replace them with an empty text?","2018-01-01 08:09:32","","2145789"
"83067665","48048003","0","@KaramHaj : you are posting the data to server","2018-01-01 08:09:33","","449897"
"83067667","48048081","0","please specify what error exactly u r getting in detail","2018-01-01 08:09:36","","9140698"
"83067668","48048016","0","@RajGujrathi i added a link for the demo, please try it","2018-01-01 08:09:37","","9157016"
"83067669","48047595","0","i am fetching data `OnInit` , once user sends chat message i am calling `ionViewDidEnter()` and fetching my data from this function aswell with a 2 seconds delay, in console.log, my array is showing `11 items in array` when page loads and after adding chat it still shows `11 items in array` whereas it should have shown 12.. i am going to pastebin my code, please advise accordingly..","2018-01-01 08:09:38","","2828442"
"83067671","48047955","1","I think you should not do this unless you have a lot of experience with C. Use classic allocation method not FMA.","2018-01-01 08:09:47","","7076153"
"83067672","48042958","0","Aah that did the trick, thank you! If you put your comment in an answer I'll accept it as the correct answer.","2018-01-01 08:09:58","","6048715"
"83067676","48047961","0","@MajidHojati check my edited answer ...","2018-01-01 08:10:12","","3548046"
"83067677","48048003","0","I got {""d"":""5""}, Nice, the global value was not changed to 5 it's still 0","2018-01-01 08:10:24","","8275321"
"83067678","48048105","0","The issue is here: `$('#roomcount').val($('.rooms').val());`, here `$('.rooms')` is used, i.e. class selector denotes multiple instance of html","2018-01-01 08:10:37","","5921745"
"83067679","4305683","0","@sbi well, you could probably say that a null pointer references an object located at memory address `0`, though this implies that standard says nothing about null pointers — I do not know whether it's true. In any case there's a widely established practice to use a null value to mean specifically ""the pointer does not reference anything"", up to the point I doubt on even existence of a code that uses null to actually reference the null address, perhaps if exploits. IOW even if standard does not treat null pointers in any special way, *conceptually* a null pointer does not reference anything.","2018-01-01 08:10:37","","2388257"
"83067680","48047972","0","@M.M I avoided your C99-ism by specifying `sizeof(*s)` :-)","2018-01-01 08:10:41","","119527"
"83067681","36632555","0","Hi @florent-b, Can you please help me for following problem :  https://stackoverflow.com/questions/47885424/close-print-preview-window-from-google-chrome-extension-project-using-jquery","2018-01-01 08:10:45","","2186626"
"83067682","48048003","0","@santoshsingh i did","2018-01-01 08:10:47","","8275321"
"83067685","48047839","0","it is not working as I asked and mentioned in my question. by using that code , it ask from downloader and there needs a user intervention","2018-01-01 08:11:12","","8795096"
"83067686","48048003","0","@KaramHaj  Thanks :)","2018-01-01 08:11:23","","449897"
"83067689","48048049","0","for now, I just copied the font-awesome fonts in my assets/fonts directory (as I am already using mix.copy() to copy images and fonts from assets to public directory), so it works with `processCssUrls: false`, but there has to be some solid solution that works for vendor css as well as app css","2018-01-01 08:11:52","","8268797"
"83067690","48047845","0","Don’t label the button with an “id” as an id should be unique. Make it a class “mover” then find a jquery way to only get the doc you want.","2018-01-01 08:11:59","","1967095"
"83067691","48047579","0","Yes the connection will be idle for a long time. This will be over Internet not a LAN.","2018-01-01 08:12:01","","206504"
"83067692","48047935","0","I got it there is date problem `1747	12-01-2017	81.0	83.9	80.2	83.1	3923924.0`","2018-01-01 08:12:12","","7128843"
"83067695","48041145","0","class Wheel(object):
    """"""A Virtual Wheel""""""
    def __init__(self, start_number, stop_number,
                 input_number, rotation_units, direction):
        self.start_number = start_number
        self.stop_number = stop_number
        self.input_number = input_number
        self.rotation_units = rotation_units
        self.direction = direction
        self.output_number = 0
        self.verify = None
        self.circumference_units_sum = 0","2018-01-01 08:12:33","","7178336"
"83067696","47917333","1","Brilliant, brilliant answer!  Works perfectly.
Once the transaction was flagged as ""Refunded"", I Force-Quitted Play Store and cleared its cache and application data.
Then I was un-subscribed and could re-purchase the subscription.","2018-01-01 08:12:33","","275003"
"83067697","45899653","0","Nice! I also did this... i'm only here because I wasn't sure if it was good practice or not but it's good to see someone else thinks its a good idea.","2018-01-01 08:12:34","","8877418"
"83067699","48047845","1","So you use PHP include to split out logical parts of your HTML... Okay. Think again. How you'll you write it if it was in the same file? Would it have the same `id` twice? Then why not call the `move.js` in index.php instead of having it called twice? There is some bear scratching for you in 2018.","2018-01-01 08:12:39","","2159528"
"83067700","48034800","0","What is your project target version? It seems that your target version is Android 6.0(API 23) but your nuget package version is Android 7.1(API 25), so change your target version to API 25m, delete bin and obj files and try again.","2018-01-01 08:12:42","","7718924"
"83067701","48048119","0","When im using this script.. it displays the div for a second & return.","2018-01-01 08:12:44","","8712132"
"83067702","48047620","0","my code `https://pastebin.com/qWDR1Jdb`  , have a look at `OnInit` and `onsubmit` which is calling `this.ionViewDidEnter();` after 2 seconds but array result of `data.json()` is still same, please advise","2018-01-01 08:13:07","","2828442"
"83067704","48045801","0","what is your url?? Show your url part from route.","2018-01-01 08:13:40","","2175689"
"83067705","48047780","1","Have you created the user that you're trying to log in as on your deployment server?","2018-01-01 08:13:56","","3955830"
"83067706","48047041","0","In practice, that encoder is adding a reasonable amount. I started writing a program to read out what is in a JPEG file from the header-fields, but it's a bit more complex than just reading the markers and lengths.  However, my 4.1K data file has some 3160 bytes of metadata in it (As far as I can tell right now) - that's from GIMP. The same input file, with a lower compression setti9ng (more detail in the picture) appear to have the same 3160 bytes of metadata.","2018-01-01 08:14:03","","1919155"
"83067708","48048071","0","i am having two forms. one to stock entry and the other form which views the stocks in the grid-view. so now i am able to insert a record of data in to the database using the stock entry  form including the image is being save. now when i am going to update the same data. i will go to the gird-view and select and double click the cell then the form opens with all data and i could change all the fields except the image. i cant replace that with the existing image.","2018-01-01 08:14:23","","9155435"
"83067709","48048001","0","Check my answer","2018-01-01 08:14:30","","8089770"
"83067710","48048119","1","It means `Myfunction1` is called twice. Create a [MCVE](stackoverflow.com/help/mcve)","2018-01-01 08:14:31","","2151050"
"83067711","48041145","0","How does one get stuff to look Pythonic in the comments box, or is it just not possible?       Sue.","2018-01-01 08:14:33","","7178336"
"83067712","47810397","0","2. API Limitations -
Google sets and enforces limits on your use of the APIs (e.g. limiting the number of API requests that you may make or the number of users you may serve), in our sole discretion. You agree to, and will not attempt to circumvent, such limitations documented with each API.

My conclusion:
It looks like there's a very gray area for analyzing user data (even without user's PII) there that I'm not sure if it falls under the first prohibition.
Also, the rate-limiting could also pose a problem by itself to do what I suggested to begin with.","2018-01-01 08:14:40","","2887318"
"83067713","48048067","0","Thanks it works , just one problem, select 1/1/2018 , the select 5 different hour, okay, it's done, now select 2/1/2018 , it also get all hour has set for past day. i mean all hour that set for 1/1/2018","2018-01-01 08:14:48","","9158178"
"83067714","48048119","0","That comment should be *in the question*: the behaviour you are seeing is key information.","2018-01-01 08:15:05","","67392"
"83067719","48047502","0","It is not clear to me.  Did you meant `df %>% filter(no.Zeros ==1) %>% mutate(Value3 = 0) %>% bind_rows(df, .) %>% arrange(Id)`","2018-01-01 08:16:10","","3732271"
"83067720","48045801","0","@Sohel0415 for the edit/PATCH dashboards/book/{book}/edit","2018-01-01 08:16:13","","9091896"
"83067723","48048071","0","What is the actual column type in the table?","2018-01-01 08:16:38","","88289"
"83067726","48048105","0","@MayankPandeyz actually this part of my code is correct. i want to use the value of my input with classname adultcount for values of my selectbox for adults","2018-01-01 08:16:54","","5996009"
"83067728","48048029","0","Its another way of saying length(x) <-2","2018-01-01 08:17:27","","1894388"
"83067730","48017091","1","Since your `dump` is producing a valid array, you should be loading it back in as an array, not a dictionary. Each element of the array is probably a dictionary.","2018-01-01 08:17:40","","1236877"
"83067731","48021251","0","If `selluserid` has value null or 0, then this can only fail: `doc['selluserid'].value.toString()`","2018-01-01 08:17:44","","4604579"
"83067732","48044319","0","@Ohm Excellent find! There are some subtleties w.r.t. a `Pool` and `Lock` that I hadn't realized. I've updated my answer to match.","2018-01-01 08:17:49","","1219295"
"83067733","48048024","0","The second one ensures UTF8 encoding. Meaning the first one may have problems running in methods or API calls that require UTF8 encoding to work.","2018-01-01 08:17:55","","5086349"
"83067734","48048109","0","Have you tried using `find_elements_by_css_selector` with multiple css selectors at once?","2018-01-01 08:17:57","","1763370"
"83067735","48048071","0","hope you meant in the database table. and for the image: datatype is image","2018-01-01 08:18:00","","9155435"
"83067737","43097197","4","It's really not convenient to have a **/404** route! Ideally, we should be able to keep the original url (e.g. posts/some-missing-id) and show an error component instead of original handler component. Is there any way to implement such mechanism to (globally) handle errors in resolve guards?","2018-01-01 08:18:13","","1493081"
"83067739","48048033","0","you can change this margins in style accordingly your requirement.","2018-01-01 08:18:25","","8089770"
"83067741","48047683","0","can you please provide how to use from xComponent when you return it?
<xComponent /> or {someFunction()} in your render?","2018-01-01 08:18:38","","5738822"
"83067742","48046711","0","Also the JPA provider gives you a log that likely tells you the JPQL String form that your Criteria equates to, and the log also tells you the SQL generated. aka ""debugging""","2018-01-01 08:18:46","user8558216",""
"83067743","48041145","0","@Susan formatting is the comments if pretty limited. I suggest you edit your original post and add what you finally decided to use","2018-01-01 08:18:47","","2422776"
"83067744","48044674","0","If your application runs on a multithreaded system with pre-emption,(or even just interrupts) any pre-emption might blow your realtime schedue, not just malloc calls.  So this is hardly a complete check.","2018-01-01 08:19:12","","120163"
"83067745","48031647","0","@JuergenZimmermann It is helpful.","2018-01-01 08:19:15","","893898"
"83067746","48040824","0","@Saineshwar CPU: Pentium 3 with 1.6Ghz Dual Core, 4GBs of RAM, 1GB AMD graphic accelerator, 512 GB of HDD.","2018-01-01 08:19:25","","7118668"
"83067747","48048067","0","You want total hour to be selected only 5 hour or you want for each day 5 hour. I implemented for each day 5 hour.","2018-01-01 08:19:48","","1958324"
"83067748","48046310","1","Yes, it has to deal with `None` if you allow null values on the field (which you do - you have set `null=True` on the field.","2018-01-01 08:20:11","","3955830"
"83067749","48048067","1","Another issue `if ($.inArray(unqdate, dateArray) == -1 && i< 5) {` it won't select more that 5 date.","2018-01-01 08:20:18","","4540183"
"83067750","48048135","0","You might be able to make the line invisible (transparent or the same colour as the background) if the value is zero.","2018-01-01 08:20:54","","1002025"
"83067752","48048061","0","after doing like this, i can view the recycler view,but it contains only some card views.there is no data in it.","2018-01-01 08:20:58","","8878934"
"83067753","47647502","1","a parent component can be when it has the child selector in parent like `<child></child>` also it can be a parent when you have `<router-outlet></router-outlet>` inside parent. When it comes to component communication (if that is behind this question) it means that when you have the child selector inside parent you can use `@Input` and `@Output`, whereas you cannot use that when child is behind a router-outlet. In that case you need to use service. Hopefully it helps :)","2018-01-01 08:20:58","","6294072"
"83067755","48048113","0","I thought of it but how do i get the `adapter` and `holder` in `onPageSelected()` and update `holder`. `ViewPager` containg `Fragment`, and `Fragment` contains `RecyclerView`. how do i get `holder` from this `recyclerView`.","2018-01-01 08:21:32","","2900495"
"83067756","48048109","0","@YakupTürkan they all have different paths, I thought find_elements* can only be used if they share a path... if that's not true can you please share the syntax? can't seem to find in in the docs","2018-01-01 08:21:33","","5983171"
"83067757","48048067","1","@cauchy OP want 5 hour per each day","2018-01-01 08:21:40","","4540183"
"83067758","47989218","0","@JoeMorano check my update.","2018-01-01 08:22:10","","8187800"
"83067759","48048040","0","Thanks for the information. Yes this is happening in the same transaction. I will try to get the bidirectional association corrected","2018-01-01 08:22:13","","1042429"
"83067761","48048071","0","https://drive.google.com/open?id=1D5EpLZZ-2yVlOphaSBxOSC2vVLGabZ7W","2018-01-01 08:22:34","","9155435"
"83067762","48037672","0","Ok, so there's nothing inside the `PUSH_PROMISE` (except the file's URI) that can help the browser to decide if it wants to accept or cancel a push?","2018-01-01 08:22:36","","8764411"
"83067763","48047933","0","You may want to check computed columns","2018-01-01 08:22:49","","2975396"
"83067764","48046310","0","And what should it do if `value = None`?","2018-01-01 08:22:53","","3128156"
"83067765","48048126","0","what version of laravel are you using? what version of laravel are they using in the videos?","2018-01-01 08:22:55","","2109233"
"83067766","48048071","0","my sql server database looks like the above..","2018-01-01 08:23:04","","9155435"
"83067767","48048174","0","where i should put the code? i put it before `if ($this->method() == 'PATCH')` and it still the same","2018-01-01 08:23:11","","9091896"
"83067768","25382448","1","Good answer. By default android:cropToPadding=""false"" attribute will be false. So no need to add this line.","2018-01-01 08:23:24","","720611"
"83067770","48048181","0","Try deleting the node_modules folder and then run `npm install`","2018-01-01 08:23:41","","5928186"
"83067774","48048181","0","I am trying as you suggested but I got the same error that I got the last time.","2018-01-01 08:24:03","","2170392"
"83067775","48048163","0","""The compiler"" doesn't interpret this as  function declaration. It just isn't allowed syntax.","2018-01-01 08:24:09","","661519"
"83067776","48046310","1","It should just return `None`","2018-01-01 08:24:33","","3955830"
"83067777","48043997","0","Yes, that's the one.","2018-01-01 08:24:50","","9158810"
"83067778","48048081","0","Try this https://stackoverflow.com/a/28135573/3505534","2018-01-01 08:24:50","","3505534"
"83067779","48040824","0","@MortezaAcademia need to upgrade it to at-least i3 or i5 and 8GB ram will work well","2018-01-01 08:25:13","","1234855"
"83067780","48048088","0","I think you should use `BackgroundJobServerOptions`","2018-01-01 08:25:16","","1862658"
"83067781","48041145","0","OK thanks @Mureinik, Sue.","2018-01-01 08:25:22","","7178336"
"83067783","15022820","0","Think this answer should be within Elastic documentation, which lack some info specified here","2018-01-01 08:25:26","","86296"
"83067784","48046468","0","Thanks exactly what I was looking for.","2018-01-01 08:25:50","","3646585"
"83067786","48006181","0","@schantischul see https://stackoverflow.com/help/someone-answers and https://stackoverflow.com/help/why-vote","2018-01-01 08:25:59","","4637585"
"83067787","48048197","0","You mean `students.get(key)`?","2018-01-01 08:26:03","","1221571"
"83067788","48048105","0","@inaz please check the answer. I think that is what you are talking about.","2018-01-01 08:26:13","","7053190"
"83067789","48048109","1","[this is the selector syntax you want to use](https://www.w3schools.com/cssref/sel_element_comma.asp)

example css selector to select divs with `item-container` and images with `item-image`

`div.item-container, img.item-image`

`driver.find_elements(By.CSS_SELECTOR, 'div.item-container, img.item-image')`","2018-01-01 08:26:22","","1763370"
"83067790","48048197","0","no, i want entire list of Students from HashMap","2018-01-01 08:26:39","","2413160"
"83067791","48048153","1","Would adding `--ignore-whitespace` to your `git apply` command help?","2018-01-01 08:26:46","","6309"
"83067793","48046468","0","based on your comment below, theoretically, if UITableViewDataSource was a swift Protocol and not an objective-c then I would be able to put UITableViewDataSource inside SpotDataSource's default implementation?","2018-01-01 08:26:52","","3646585"
"83067799","48048197","0","you mean whole list?","2018-01-01 08:27:19","","1230257"
"83067800","48048207","0","i want it for all Keys not like with specific key","2018-01-01 08:27:24","","2413160"
"83067802","48048088","0","I am using it. You have example of how to use it in this situation. @Aria","2018-01-01 08:27:32","","529193"
"83067805","48048197","0","So you want to combine all ArrayLists in your HashMap into one ArrayList?","2018-01-01 08:27:42","","1711796"
"83067806","3704216","0","@Kramer, add placeholders for user entered values. Make your arrays uniform.","2018-01-01 08:27:55","","1085499"
"83067807","48048197","0","yes i want whole list","2018-01-01 08:28:07","","2413160"
"83067810","38793843","1","this is the correct answer for me +1 for the effort","2018-01-01 08:28:20","","4042016"
"83067811","48047864","0","@cᴏʟᴅsᴘᴇᴇᴅ happy new year : -)","2018-01-01 08:28:35","","7964527"
"83067813","48047555","0","@ZeeshanAliKhan Thank you very much problem has been fixed, I would love and greatful, if you become a part of our website www . includehelp . com as reviewer or editorial to share tips and tricks","2018-01-01 08:28:41","","5764798"
"83067814","48048198","1","`send the message from the background script to my extension` - the background script is also your extension. Do you want to send a message to the popup? Usually it's the other way around because popup exists only when shown. Or a content script? Usually it's the other way around because content scripts run only when a matching page loads. Anyway, you don't need to specify the extension id when messaging within your own extension.","2018-01-01 08:28:42","","3959875"
"83067815","48048088","0","I am using Hangfire also , but I didn't crossed with this approach but I am looking for this also...Trying to help.","2018-01-01 08:28:49","","1862658"
"83067820","48042009","1","seq 1 3 {1..3} is the exact same thing, just semantics. And since the person asking the question seems pretty new to bash, I think seq 1 3 is a little clearer what it does.","2018-01-01 08:29:25","","2746623"
"83067821","48048140","0","Your explanation is very good but the function you gave is Sum not Average :)","2018-01-01 08:29:51","","2899478"
"83067823","48048205","0","`For instance, in an online store, coupons might depend on the cart total, might affect just shipping, or might only apply to certain items. ` -- I don't care what it depends on in some stores. I want to give a **fixed-percent or fixed-price discount** to **some users** .","2018-01-01 08:30:04","","8884082"
"83067828","48046121","0","You can't do this with the built-in parser - see the [note here](https://docs.djangoproject.com/en/2.0/topics/i18n/formatting/#locale-aware-input-in-forms).","2018-01-01 08:30:29","","3955830"
"83067829","39846603","1","how can i set the value checked programmatically after form load based on a condition? i have used pure css version of your answer and new to web dev.","2018-01-01 08:30:34","","3131433"
"83067830","48048221","0","update your question and add the related  action too..","2018-01-01 08:30:45","","3522312"
